"Population","Location","VisitID","PlantID","IDtrackOLD","IDtrack","Date","year","ThisYearLabel","Latitude","Longitude","Altitude","CorrectedLatitude","CorrectedLongitude","CorrectedAltitude","Easting","Northing","DistEastofCentre","DistNorthOfCentre","HorzErr","VertErr","GPS","Comments","Alive","Perennial","FloweringStage","NumFloweringStems","NumVegetativeStems","EstimFlowers","FirstFlowered","StemHeight","LeavesToFirstFlower","TotalFlowers","TotalFruit","CutStems","AbortedFlowers","Red","Yellow","phenoCat","LocationManualUpdater","GPS_horz_corr_m","GPS_alt_corr_m","Direction_from_GPS"
"Planoles",0,0,"V4812","37199_V4812","2016_00011_V4812",2016-07-06,"2016",1,42.3326024,2.072722908,1422.976,0,0,0,423606.00589859,4687122.08555403,0,0,0,0,1,"","Alive","yes",0,2,2,5,"> 2 weeks ago",84,26,0,0,0,0,0,0,0,"0",0.5,0,"North"
"Planoles",0,0,"T2617","37200_T2617","2016_00012_T2617",2016-07-06,"2016",0,42.3326024,2.072715078,1424.683,0,0,0,423605.360816407,4687122.09258534,0,0,0,0,1,"","Alive","yes",0,2,0,1,"> 2 weeks ago",62,23,0,0,0,0,0,0,0,"0",1,0,"East"
"Planoles",0,0,"V4818","37201_V4818","2016_00013_V4818",2016-07-06,"2016",1,42.33259903,2.072721563,1425.46,0,0,0,423605.891010802,4687121.71256816,0,0,0,0,1,"","Alive","yes",0,2,1,15,"< 2 weeks",77,19,0,0,0,0,0,0,0,"0",1,0,"NE"
"Planoles",0,0,"V4802","37202_V4802","2016_00014_V4802",2016-07-06,"2016",1,42.33261583,2.07271501,1423.477,0,0,0,423605.371468373,4687123.58386922,0,0,0,0,1,"","Alive","yes",0,7,1,1,"> 2 weeks ago",90,26,0,0,0,0,0,0,0,"0",1,0,"East"
"Planoles",0,0,"V4813","37203_V4813","2016_00015_V4813",2016-07-06,"2016",1,42.33261211,2.072709299,1424.087,0,0,0,423604.896459859,4687123.17594121,0,0,0,0,1,"","Alive","yes",0,2,1,1,"> 2 weeks ago",42,20,0,0,0,0,0,0,0,"0",1,0,"NE"
"Planoles",0,0,"V4816","37204_V4816","2016_00016_V4816",2016-07-06,"2016",1,42.33261577,2.07271019,1423.282,0,0,0,423604.974295441,4687123.58153539,0,0,0,0,1,"","Alive","no",0,1,0,1,"> 2 weeks ago",57,24,0,0,0,0,0,0,0,"0",0.2,0,"East"
"Planoles",0,0,"V4801","37205_V4801","2016_00017_V4801",2016-07-06,"2016",1,42.33261845,2.072709106,1423.818,0,0,0,423604.888232664,4687123.88008717,0,0,0,0,1,"","Alive","no",0,1,0,3,"Just opened",40,13,0,0,0,0,0,0,0,"0",0.5,0,"NE"
"Planoles",0,0,"V4810","37206_V4810","2016_00018_V4810",2016-07-06,"2016",1,42.33262106,2.07271487,1423.165,0,0,0,423605.366264164,4687124.16471685,0,0,0,0,1,"","Alive","yes",0,7,4,1,"> 2 weeks ago",74,22,0,0,0,0,0,0,0,"0",0.2,0,"NE"
"Planoles",0,0,"V4820","37207_V4820","2016_00019_V4820",2016-07-06,"2016",1,42.33262304,2.072689167,1423.946,0,0,0,423603.251094522,4687124.40765114,0,0,0,0,1,"","Alive","no",0,1,0,4,"< 2 weeks",44,18,0,0,0,0,0,0,0,"0",0.5,0,"North"
"Planoles",0,0,"V4817","37208_V4817","2016_00020_V4817",2016-07-06,"2016",1,42.33262337,2.072689631,1423.312,0,0,0,423603.289721009,4687124.44387656,0,0,0,0,1,"","Alive","yes",0,1,0,5,"Just opened",46,11,0,0,0,0,0,0,0,"0",0.5,0,"NE"
"Planoles",0,0,"V4805","37209_V4805","2016_00021_V4805",2016-07-06,"2016",1,42.33262158,2.072689549,1423.425,0,0,0,423603.28079888,4687124.24519452,0,0,0,0,1,"","Alive","yes",0,5,0,3,"> 2 weeks ago",50,9,0,0,0,0,0,0,0,"0",2,0,"NE"
"Planoles",0,0,"V4726","37210_V4726","2016_00022_V4726",2016-07-06,"2016",1,42.33259636,2.07269472,1422.305,0,0,0,423603.676292413,4687121.4402054,0,0,0,0,1,"","Alive","",0,2,0,6,"> 2 weeks ago",81,16,0,0,0,0,0,0,0,"0",1,-0.5,"SW"
"Planoles",0,0,"V4696","37211_V4696","2016_00023_V4696",2016-07-06,"2016",1,42.33257787,2.072697168,1423.044,0,0,0,423603.855594593,4687119.38493857,0,0,0,0,1,"","Alive","yes",0,1,0,2,"Just opened",42,18,0,0,0,0,0,0,0,"0",1.5,-0.5,"South"
"Planoles",0,0,"V4695","37212_V4695","2016_00024_V4695",2016-07-06,"2016",1,42.33256976,2.072695049,1424.577,0,0,0,423603.671202977,4687118.48633388,0,0,0,0,1,"","Alive","yes",0,2,1,6,"Just opened",47,17,0,0,1,0,0,0,0,"0",0.5,0,"East"
"Planoles",0,0,"V4684","37213_V4684","2016_00025_V4684",2016-07-06,"2016",1,42.33257141,2.072673619,1421.797,0,0,0,423601.90766769,4687118.68878921,0,0,0,0,1,"","Alive","yes",0,3,0,10,"< 2 weeks",64,12,0,0,0,0,0,0,0,"0",1,-1,"South"
"Planoles",0,0,"V4674","37214_V4674","2016_00026_V4674",2016-07-06,"2016",1,42.33257991,2.072641163,1420.994,0,0,0,423599.244035462,4687119.66174843,0,0,0,0,1,"main stem cut, secondary not","Alive","yes",0,2,0,3,"Just opened",39,14,0,0,1,0,0,0,0,"0",0.1,-1,"SW"
"Planoles",0,0,"V4697","37215_V4697","2016_00027_V4697",2016-07-06,"2016",1,42.33258306,2.072646046,1420.23,0,0,0,423599.65013902,4687120.00712874,0,0,0,0,1,"","Alive","yes",0,3,2,7,"> 2 weeks ago",58,21,0,0,0,0,0,0,0,"0",2,-1.5,"SW"
"Planoles",0,0,"V4679","37216_V4679","2016_00028_V4679",2016-07-06,"2016",1,42.33258793,2.072655291,1420.283,0,0,0,423600.417692088,4687120.53957485,0,0,0,0,1,"","Alive","yes",0,2,1,1,"Just opened",58,18,0,0,0,0,0,0,0,"0",3,-1,"SW"
"Planoles",0,0,"V4668","37217_V4668","2016_00029_V4668",2016-07-06,"2016",1,42.33259164,2.072637593,1421.798,0,0,0,423598.964115322,4687120.96741498,0,0,0,0,1,"","Alive","yes",0,2,0,9,"> 2 weeks ago",57,14,0,0,0,0,0,0,0,"0",1.5,-1,"NW"
"Planoles",0,0,"V4677","37218_V4677","2016_00030_V4677",2016-07-06,"2016",1,42.33258694,2.072645683,1420.901,0,0,0,423599.624929181,4687120.43827711,0,0,0,0,1,"","Alive","no",0,2,0,6,"Just opened",50,18,0,0,0,0,0,0,0,"0",6,-2.5,"SW"
"Planoles",0,0,"V4671","37219_V4671","2016_00031_V4671",2016-07-06,"2016",1,42.33258803,2.072649189,1420.849,0,0,0,423599.915093791,4687120.55615849,0,0,0,0,1,"","Alive","no",0,1,0,2,"Just opened",47,10,0,0,0,0,0,0,0,"0",6,-2,"NW"
"Planoles",0,0,"V4664","37220_V4664","2016_00032_V4664",2016-07-06,"2016",1,42.33258712,2.072649823,1420.984,0,0,0,423599.966225069,4687120.45454573,0,0,0,0,1,"","Alive","yes",0,3,0,4,"> 2 weeks ago",86,25,0,0,0,0,0,0,0,"0",6,-2,"NW"
"Planoles",0,0,"T2444","37221_T2444","2016_00033_T2444",2016-07-06,"2016",0,42.33259618,2.07263745,1421.462,0,0,0,423598.957829306,4687121.47165,0,0,0,0,1,"","Label only","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V4675","37222_V4675","2016_00034_V4675",2016-07-06,"2016",1,42.33259791,2.072643435,1421.345,0,0,0,423599.45300338,4687121.65836851,0,0,0,0,1,"","Alive","",0,1,1,3,"> 2 weeks ago",69,21,0,0,0,0,0,0,0,"0",2,-0.5,"North"
"Planoles",0,0,"V4673","37223_V4673","2016_00035_V4673",2016-07-06,"2016",1,42.33260693,2.072641088,1421.029,0,0,0,423599.270561179,4687122.66202727,0,0,0,0,1,"","Alive","yes",0,2,0,1,"Just opened",39,17,0,0,0,0,0,0,0,"0",3.5,-1,"West"
"Planoles",0,0,"V4678","37224_V4678","2016_00036_V4678",2016-07-06,"2016",1,42.33260951,2.072632642,1422.358,0,0,0,423598.577852112,4687122.9560871,0,0,0,0,1,"","Alive","yes",0,2,0,2,"> 2 weeks ago",67,14,0,0,0,0,0,0,0,"0",3.5,-1,"West"
"Planoles",0,0,"V4662","37225_V4662","2016_00037_V4662",2016-07-06,"2016",1,42.33260889,2.072643251,1421.58,0,0,0,423599.451134384,4687122.87771667,0,0,0,0,1,"","Alive","no",0,1,0,1,"Just opened",33,11,0,0,0,0,0,0,0,"0",3,-1,"NW"
"Planoles",0,0,"V4725","37226_V4725","2016_00038_V4725",2016-07-06,"2016",1,42.33261175,2.072643539,1421.32,0,0,0,423599.478323243,4687123.19502297,0,0,0,0,1,"","Alive","yes",0,3,0,4,"> 2 weeks ago",47,19,0,0,0,0,0,0,0,"0",2.5,-1,"NW"
"Planoles",0,0,"T2449","37227_T2449","2016_00039_T2449",2016-07-06,"2016",0,42.33260997,2.072647731,1420.389,0,0,0,423599.821530724,4687122.99361295,0,0,0,0,1,"","Alive","yes",0,4,1,10,"> 2 weeks ago",65,16,0,0,2,0,0,0,0,"0",1,-0.5,"West"
"Planoles",0,0,"V4670","37228_V4670","2016_00040_V4670",2016-07-06,"2016",1,42.33260647,2.072646232,1419.653,0,0,0,423599.693797828,4687122.60633072,0,0,0,0,1,"","Alive","yes",0,3,0,5,"> 2 weeks ago",79,26,0,0,0,0,0,0,0,"0",2,-1,"West"
"Planoles",0,0,"V4666","37229_V4666","2016_00041_V4666",2016-07-06,"2016",1,42.33261412,2.072641067,1421.691,0,0,0,423599.277533762,4687123.46039997,0,0,0,0,1,"","Alive","yes",0,2,1,6,"Just opened",56,10,0,0,0,0,0,0,0,"0",2,-0.2,"NW"
"Planoles",0,0,"V4680","37230_V4680","2016_00042_V4680",2016-07-06,"2016",1,42.33261505,2.072646198,1420.237,0,0,0,423599.701381776,4687123.5590561,0,0,0,0,1,"","Alive","no",0,1,0,3,"Just opened",40,13,0,0,0,0,0,0,0,"0",1,-0.1,"NW"
"Planoles",0,0,"V4672","37231_V4672","2016_00043_V4672",2016-07-06,"2016",1,42.33261451,2.072650011,1419.76,0,0,0,423600.014865832,4687123.49567196,0,0,0,0,1,"","Alive","no",0,3,1,5,"Just opened",21,8,0,0,1,0,0,0,0,"0",4,1,"North"
"Planoles",0,0,"V4663","37232_V4663","2016_00044_V4663",2016-07-06,"2016",1,42.33261518,2.072650678,1419.755,0,0,0,423600.070628218,4687123.56946754,0,0,0,0,1,"","Alive","",0,1,1,5,"> 2 weeks ago",89,23,0,0,0,0,0,0,0,"0",4.5,1,"North"
"Planoles",0,0,"V5335","37233_V5335","2016_00045_V5335",2016-07-10,"2016",1,42.32644866,2.076173949,1376.636,0,0,0,423882.903674197,4686435.70178372,0,0,0,0,1,"could be s1870","Alive","",0,2,0,1,"< 2 weeks",61,14,0,0,0,0,0,0,0,"0",6,-4,"East"
"Planoles",0,0,"V5340","37234_V5340","2016_00046_V5340",2016-07-10,"2016",1,42.32644957,2.07617662,1376.993,0,0,0,423883.124845693,4686435.80043744,0,0,0,0,1,"","Alive","no",0,1,0,1,"Just opened",41,12,0,0,0,0,0,0,0,"0",5,-3,"East"
"Planoles",0,0,"T7047","37235_T7047","2016_00047_T7047",2016-07-10,"2016",0,42.32644843,2.076176142,1376.867,0,0,0,423883.084086944,4686435.67428338,0,0,0,0,1,"","Alive","yes",0,1,0,3,"< 1 week",52,14,0,0,0,0,0,0,0,"0",6,-4,"East"
"Planoles",0,0,"S7082","37236_S7082","2016_00048_S7082",2016-07-10,"2016",0,42.32639243,2.076153122,1377.06,0,0,0,423881.119860166,4686429.47683024,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5328","37237_V5328","2016_00049_V5328",2016-07-10,"2016",1,42.32635721,2.076139541,1376.932,0,0,0,423879.958402365,4686425.57827272,0,0,0,0,1,"","Alive","no",0,1,0,2,"< 1 week",53,12,0,0,0,0,0,0,0,"0",4,-2,"East"
"Planoles",0,0,"V5331","37238_V5331","2016_00050_V5331",2016-07-10,"2016",1,42.32565111,2.075703188,1380.456,0,0,0,423843.153757428,4686347.56583902,0,0,0,0,1,"","","no",0,1,0,3,"< 1 week",50,11,0,0,0,0,0,0,0,"0",4,-2,"East"
"Planoles",0,0,"S2690","37239_S2690","2016_00051_S2690",2016-07-10,"2016",0,42.32562731,2.075669604,1380.95,0,0,0,423840.357893063,4686344.95323013,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"S2719","37240_S2719","2016_00052_S2719",2016-07-10,"2016",0,42.32560621,2.075630161,1380.446,0,0,0,423837.082530775,4686342.64566573,0,0,0,0,1,"","Label only","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"T2332","37241_T2332","2016_00053_T2332",2016-07-10,"2016",0,42.32635241,2.07604493,1378.307,0,0,0,423872.15722447,4686425.12994668,0,0,0,0,1,"","Alive","yes",0,1,0,3,"< 1 week",50,14,0,0,0,0,0,0,0,"0",4,3,"West"
"Planoles",0,0,"V5330","37242_V5330","2016_00054_V5330",2016-07-10,"2016",1,42.32635919,2.076035215,1378.518,0,0,0,423871.364940934,4686425.89146721,0,0,0,0,1,"","Alive","",0,2,1,1,"< 1 week",32,8,0,0,0,0,0,0,0,"0",1,0,"West"
"Planoles",0,0,"V5324","37243_V5324","2016_00055_V5324",2016-07-10,"2016",1,42.32644884,2.076077537,1378.747,0,0,0,423874.960120876,4686435.80802805,0,0,0,0,1,"","Alive","",0,1,0,1,"< 1 week",40,6,0,0,0,0,0,0,0,"0",1,0,"West"
"Planoles",0,0,"V5325","37244_V5325","2016_00056_V5325",2016-07-10,"2016",1,42.32751444,2.076577719,1374.653,0,0,0,423917.456289646,4686553.68119998,0,0,0,0,1,"","Alive","no",0,1,1,16,"Just opened",84,10,0,0,0,0,0,0,0,"0",2,2,"West"
"Planoles",0,0,"V5332","37245_V5332","2016_00057_V5332",2016-07-10,"2016",1,42.32931168,2.060900182,1494.589,0,0,0,422627.945580609,4686767.37928703,0,0,0,0,1,"","Alive","",0,1,1,6,"< 2 weeks",74,10,0,0,0,0,0,0,0,"0",5,-4,"South"
"Planoles",0,0,"V5358","37246_V5358","2016_00058_V5358",2016-07-10,"2016",1,42.32935327,2.060373398,1496.048,0,0,0,422584.594693002,4686772.47651215,0,0,0,0,1,"","Alive","no",0,10,0,9,"< 2 weeks",74,15,0,0,0,0,0,0,0,"0",1.9,1.5,"North"
"Planoles",0,0,"V5356","37247_V5356","2016_00059_V5356",2016-07-10,"2016",1,42.32930497,2.060203648,1494.682,0,0,0,422570.549706884,4686767.2679181,0,0,0,0,1,"","Alive","no",0,2,0,6,"< 1 week",50,13,0,0,0,0,0,0,0,"0",2,2,"North"
"Planoles",0,0,"S4319","37248_S4319","2016_00060_S4319",2016-07-10,"2016",0,42.32926971,2.060122414,1496.317,0,0,0,422563.813560922,4686763.42670014,0,0,0,0,1,"","Label only","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5352","37249_V5352","2016_00061_V5352",2016-07-10,"2016",1,42.32903227,2.059148732,1500.374,0,0,0,422483.299998554,4686737.94884592,0,0,0,0,1,"","Alive","",0,3,1,11,"> 2 weeks ago",130,14,0,0,0,0,0,0,0,"0",3,2,"South"
"Planoles",0,0,"V5327","37250_V5327","2016_00062_V5327",2016-07-10,"2016",1,42.32906531,2.059074195,1511.593,0,0,0,422477.199419104,4686741.68541305,0,0,0,0,1,"","Alive","no",0,5,0,2,"> 2 weeks ago",47,11,0,0,0,0,0,0,0,"0",1.5,1.5,"North"
"Planoles",0,0,"V5357","37251_V5357","2016_00063_V5357",2016-07-10,"2016",1,42.32913445,2.059064185,1501.51,0,0,0,422476.459594872,4686749.37160956,0,0,0,0,1,"already flowered off","Alive","",0,5,0,0,"< 2 weeks",67,15,0,0,0,0,0,0,0,"0",1.5,2,"North"
"Planoles",0,0,"V5334","37252_V5334","2016_00064_V5334",2016-07-10,"2016",1,42.32916161,2.058993254,1499.98,0,0,0,422470.648907819,4686752.45200118,0,0,0,0,1,"","Alive","",0,2,1,1,"Just opened",40,8,0,0,1,0,0,0,0,"0",1,1,"North"
"Planoles",0,0,"V5329","37253_V5329","2016_00065_V5329",2016-07-10,"2016",1,42.32912431,2.058989198,1505.775,0,0,0,422470.268922805,4686748.31402954,0,0,0,0,1,"","Alive","no",0,5,2,3,"< 1 week",50,14,0,0,2,0,0,0,0,"0",2,1,"North"
"Planoles",0,0,"V5323","37254_V5323","2016_00066_V5323",2016-07-10,"2016",1,42.32915178,2.058993682,1503.135,0,0,0,422470.672098513,4686751.36012068,0,0,0,0,1,"","Alive","",0,3,0,5,"> 2 weeks ago",72,12,0,0,0,0,0,0,0,"0",2,1,"North"
"Planoles",0,0,"V5326","37255_V5326","2016_00067_V5326",2016-07-10,"2016",1,42.32915735,2.058983989,1500.217,0,0,0,422469.88032801,4686751.98742802,0,0,0,0,1,"","Alive","",0,2,1,3,"< 2 weeks",53,12,0,0,0,0,0,0,0,"0",1,1.5,"North"
"Planoles",0,0,"V5333","37256_V5333","2016_00068_V5333",2016-07-10,"2016",1,42.32917475,2.058930685,1501.413,0,0,0,422465.509955412,4686753.96804289,0,0,0,0,1,"","Alive","yes",0,4,0,2,"< 2 weeks",55,9,0,0,3,0,0,0,0,"0",1.5,1.5,"North"
"Planoles",0,0,"V5322","37257_V5322","2016_00069_V5322",2016-07-10,"2016",1,42.32924005,2.058725026,1501.525,0,0,0,422448.645830974,4686761.40618375,0,0,0,0,1,"","Alive","no",0,3,3,5,"< 1 week",33,13,0,0,3,0,0,0,0,"0",1,1,"North"
"Planoles",0,0,"V5314","37258_V5314","2016_00070_V5314",2016-07-10,"2016",1,42.32926913,2.058693013,1503.499,0,0,0,422446.043992519,4686764.66431189,0,0,0,0,1,"","Alive","no",0,1,1,1,"> 2 weeks ago",67,7,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5316","37259_V5316","2016_00071_V5316",2016-07-10,"2016",1,42.32926409,2.058682053,1503.04,0,0,0,422445.134802404,4686764.11467794,0,0,0,0,1,"","Alive","",0,1,0,2,"> 2 weeks ago",60,12,0,0,1,0,0,0,0,"0",1,1,"North"
"Planoles",0,0,"V5319","37260_V5319","2016_00072_V5319",2016-07-10,"2016",1,42.32936774,2.058428014,1513.078,0,0,0,422424.331808431,4686775.85523824,0,0,0,0,1,"","Alive","yes",0,1,0,5,"Just opened",70,14,0,0,1,0,0,0,0,"0",3,0.5,"West"
"Planoles",0,0,"S4401","37261_S4401","2016_00073_S4401",2016-07-10,"2016",0,42.32934621,2.058352926,1508.887,0,0,0,422418.118831312,4686773.53308878,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5307","37262_V5307","2016_00074_V5307",2016-07-10,"2016",1,42.32935832,2.058358188,1508.801,0,0,0,422418.567251507,4686774.87294451,0,0,0,0,1,"","Alive","yes",0,2,1,1,"> 2 weeks ago",37,6,0,0,0,0,0,0,0,"0",1,0,"West"
"Planoles",0,0,"V5337","37263_V5337","2016_00075_V5337",2016-07-10,"2016",1,42.32937724,2.058370635,1510.929,0,0,0,422419.616014397,4686776.96240812,0,0,0,0,1,"","Alive","yes",0,5,1,23,"> 2 weeks ago",72,14,0,0,0,0,0,0,0,"0",1,0,"West"
"Planoles",0,0,"S4392","37264_S4392","2016_00076_S4392",2016-07-10,"2016",0,42.32940349,2.058303027,1505.06,0,0,0,422414.078038617,4686779.93877383,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"T3288","37265_T3288","2016_00077_T3288",2016-07-10,"2016",0,42.32938411,2.058367632,1505.318,0,0,0,422419.377039425,4686777.72796849,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5349","37266_V5349","2016_00078_V5349",2016-07-10,"2016",1,42.32939433,2.058338656,1505.854,0,0,0,422417.002260959,4686778.8891866,0,0,0,0,1,"","Alive","",0,2,0,7,"< 1 week",103,20,0,0,0,0,0,0,0,"0",10,4,"NE"
"Planoles",0,0,"T3320","37267_T3320","2016_00079_T3320",2016-07-10,"2016",0,42.32943148,2.058303674,1506.619,0,0,0,422414.165745586,4686783.04610041,0,0,0,0,1,"","Dead","no",0,0,0,0,"",0,0,0,0,0,0,0,0,0,"0",0,0,""
"Planoles",0,0,"V5318","37268_V5318","2016_00080_V5318",2016-07-10,"2016",1,42.32942809,2.058279535,1508.318,0,0,0,422412.172763327,4686782.69169992,0,0,0,0,1,"","Alive","no",0,1,0,1,"Just opened",19,7,0,0,0,0,0,0,0,"0",1,0,"North"
"Planoles",0,0,"V5311","37269_V5311","2016_00081_V5311",2016-07-10,"2016",1,42.32943126,2.058288456,1507.855,0,0,0,422412.911661948,4686783.03555051,0,0,0,0,1,"","Alive","yes",0,2,1,5,"< 1 week",60,8,0,0,0,0,0,0,0,"0",4,1.5,"North"
"Planoles",0,0,"V5354","37270_V5354","2016_00082_V5354",2016-07-10,"2016",1,42.32941877,2.058222399,1509.376,0,0,0,422407.453864127,4686781.70894617,0,0,0,0,1,"","Alive","yes",0,1,0,1,"Just opened",44,10,0,0,0,0,0,0,0,"0",4,2,"North"
"Planoles",0,0,"T3320","37271_T3320","2016_00083_T3320",2016-07-10,"2016",0,42.32940984,2.058255039,1506.339,0,0,0,422410.132103255,4686780.68762054,0,0,0,0,1,"","Alive","yes",0,1,0,3,"Just opened",54,12,0,0,0,0,0,0,0,"0",4,2,"NE"
"Planoles",0,0,"V5301","37272_V5301","2016_00084_V5301",2016-07-10,"2016",1,42.32941969,2.058268565,1505.596,0,0,0,422411.258619143,4686781.76899623,0,0,0,0,1,"","Alive","no",0,2,0,7,"< 2 weeks",82,9,0,0,0,0,0,0,0,"0",4,2,"North"
"Planoles",0,0,"V5351","37273_V5351","2016_00085_V5351",2016-07-10,"2016",1,42.32941929,2.058267522,1505.916,0,0,0,422411.172194574,4686781.72553276,0,0,0,0,1,"likely t3305","Alive","yes",0,5,0,5,"> 2 weeks ago",105,19,0,0,0,0,0,0,0,"0",5,2,"North"
"Planoles",0,0,"V5410","37274_V5410","2016_00086_V5410",2016-07-10,"2016",1,42.32943693,2.058263898,1509.076,0,0,0,422410.895293617,4686783.6875248,0,0,0,0,1,"likely s6204","Alive","yes",0,1,3,2,"Just opened",28,9,0,0,0,0,0,0,0,"0",1,0,"North"
"Planoles",0,0,"V5416","37275_V5416","2016_00087_V5416",2016-07-10,"2016",1,42.32943452,2.058235947,1507.998,0,0,0,422408.589444658,4686783.44541777,0,0,0,0,1,"","Alive","no",0,2,3,1,"Just opened",34,14,0,0,0,0,0,0,0,"0",10,5,"NW"
"Planoles",0,0,"V5420","37276_V5420","2016_00088_V5420",2016-07-10,"2016",1,42.32944055,2.058199122,1506.312,0,0,0,422405.562839529,4686784.14855458,0,0,0,0,1,"","Alive","no",0,1,1,1,"< 2 weeks",49,9,0,0,0,0,0,0,0,"0",10,7,"North"
"Planoles",0,0,"V5409","37277_V5409","2016_00089_V5409",2016-07-10,"2016",1,42.32944039,2.05820637,1507.124,0,0,0,422406.159806561,4686784.12417819,0,0,0,0,1,"","Alive","yes",0,4,7,6,"Just opened",39,17,0,0,1,0,0,0,0,"0",10,7,"North"
"Planoles",0,0,"V5419","37278_V5419","2016_00090_V5419",2016-07-10,"2016",1,42.3294325,2.058201967,1507.428,0,0,0,422405.787344707,4686783.25211453,0,0,0,0,1,"","Alive","yes",0,4,3,6,"< 1 week",47,8,0,0,1,0,0,0,0,"0",10,7,"North"
