"Population","Location","VisitID","PlantID","IDtrackOLD","IDtrack","Date","year","ThisYearLabel","Latitude","Longitude","Altitude","CorrectedLatitude","CorrectedLongitude","CorrectedAltitude","Easting","Northing","DistEastofCentre","DistNorthOfCentre","HorzErr","VertErr","GPS","Comments","Alive","Perennial","FloweringStage","NumFloweringStems","NumVegetativeStems","EstimFlowers","FirstFlowered","StemHeight","LeavesToFirstFlower","TotalFlowers","TotalFruit","CutStems","AbortedFlowers","Red","Yellow","phenoCat","LocationManualUpdater","GPS_horz_corr_m","GPS_alt_corr_m","Direction_from_GPS"
"Planoles","Unk",15715,"J0475","7633_J0475","2012_00023_J0475",2012-06-13,"2012",0,42.32285753,2.075214482,1142.73,42.32285753,2.075214481,1142.73,423799.5154,4686037.814,65.65597917,16.72418132,2.9,1.7,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16268,"J0537","7634_J0537","2012_00024_J0537",2012-06-14,"2012",0,42.32631094,2.081087563,1298.11,42.32631094,2.081087562,1298.11,424287.5908,4686416.026,553.7313634,394.9358669,0.7,1.1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16606,"J0545","7635_J0545","2012_00025_J0545",2012-06-15,"2012",0,42.32375175,2.081393969,1136.69,42.32375175,2.081393968,1136.69,424309.769,4686131.59,575.9095109,110.4996841,1.2,1.5,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16129,"J0608","7636_J0608","2012_00026_J0608",2012-06-14,"2012",0,42.32233119,2.073182346,1146.83,42.32233119,2.073182345,1146.83,423631.4335,4685981.193,-102.4259493,-39.89689171,0.9,1,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16544,"J0686","7637_J0686","2012_00027_J0686",2012-06-15,"2012",0,42.32209962,2.090768855,1160.21,42.32209962,2.090768854,1160.21,425080.2759,4685939.846,1346.416414,-81.24401358,0.8,1.2,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17273,"J0706","7638_J0706","2012_00028_J0706",2012-06-18,"2012",0,42.32615026,2.075947351,1326.76,42.32615026,2.07594735,1326.76,423863.8735,4686402.771,130.0140697,381.6814396,1.3,1.6,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"NoGPS","Unk",15927,"J0731","7639_J0731","2012_00029_J0731",2012-06-13,"2012",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16506,"J0759","7640_J0759","2012_00030_J0759",2012-06-15,"2012",0,42.32244608,2.086412292,1145.05,42.32244608,2.086412291,1145.05,424721.7096,4685982.161,987.8501895,-38.92925202,0.7,1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15449,"J0770","7641_J0770","2012_00031_J0770",2012-06-13,"2012",0,42.32639042,2.056107967,1212.39,42.32639042,2.056107966,1212.39,422229.515,4686447.382,-1504.34448,426.2918982,0.9,1.4,1,"","Label only",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",18630,"J0772","7642_J0772","2012_00032_J0772",2012-06-30,"2012",0,42.32637509,2.056378034,1214.49,42.32637509,2.056378033,1214.49,422251.748,4686445.433,-1482.111425,424.3428825,6,10.9,1,"both tags found together","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16101,"J0851","7643_J0851","2012_00033_J0851",2012-06-14,"2012",0,42.33115247,2.074258731,1365.4,42.33115247,2.07425873,1365.4,423730.7843,4686959.712,-3.075160759,938.6223506,6.2,12,1,"","Label only",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16100,"J0860","7644_J0860","2012_00034_J0860",2012-06-14,"2012",0,42.33111883,2.074276497,1366.78,42.33111883,2.074276496,1366.78,423732.2073,4686955.961,-1.65210243,934.8711502,1,2.2,1,"","Label only",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16254,"J0907","7645_J0907","2012_00035_J0907",2012-06-14,"2012",0,42.32628749,2.080925175,1304.64,42.3263057,2.080949183,1308.64,424274.1829,4686413.567,540.3234125,392.4765771,5.9,9.3,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17543,"J0907","7646_J0907","2012_00036_J0907",2012-06-19,"2012",0,42.32628222,2.080947359,1301.63,42.32628222,2.080947358,1301.63,424276.0044,4686412.962,542.1449246,391.8716703,0.8,1.1,1,"","Dead",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16291,"J0924","7647_J0924","2012_00037_J0924",2012-06-14,"2012",0,42.3265861,2.082334831,1298.59,42.32659975,2.082352837,1300.59,424390.6879,4686445.469,656.8285012,424.3795282,1.1,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16290,"J0924","7648_J0924","2012_00038_J0924",2012-06-14,"2012",0,42.32656727,2.082363356,1297.65,42.32656727,2.082363355,1297.65,424393.0157,4686443.353,659.1562346,422.2633611,0.8,1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16294,"J0970","7649_J0970","2012_00039_J0970",2012-06-14,"2012",0,42.326592,2.082350558,1295.21,42.326592,2.082350557,1295.21,424391.9908,4686446.111,658.1313743,425.0206679,5.9,8.5,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16295,"J0971","7650_J0971","2012_00040_J0971",2012-06-14,"2012",0,42.32658863,2.082345483,1295.49,42.32658863,2.082345482,1295.49,424391.5686,4686445.741,657.70919,424.6509847,5.9,8.5,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16321,"J0981","7651_J0981","2012_00041_J0981",2012-06-14,"2012",0,42.32625289,2.083795102,1291.49,42.32625289,2.083795101,1291.49,424510.6068,4686407.174,776.7473725,386.0843821,5.9,8.5,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17435,"J1023","7652_J1023","2012_00042_J1023",2012-06-19,"2012",0,42.3265047,2.082599912,1288.64,42.3265047,2.082599911,1288.64,424412.4315,4686436.196,678.5720781,415.1056188,2.1,3.5,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16310,"J1093","7653_J1093","2012_00043_J1093",2012-06-14,"2012",0,42.32618657,2.083351271,1291.88,42.32618657,2.08335127,1291.88,424473.9584,4686400.204,740.0989189,379.1143229,0.8,1.2,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16289,"J1114","7654_J1114","2012_00044_J1114",2012-06-14,"2012",0,42.32659707,2.082316901,1297.08,42.32659707,2.0823169,1297.08,424389.2238,4686446.703,655.3643181,425.6135331,0.9,1.1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17302,"J1163","7655_J1163","2012_00045_J1163",2012-06-18,"2012",0,42.32998271,2.074145859,1361.2,42.32998271,2.074145858,1361.2,423720.0715,4686829.927,-13.78795329,808.8373126,1,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17301,"J1176","7656_J1176","2012_00046_J1176",2012-06-18,"2012",0,42.32996327,2.074147729,1361.02,42.32996327,2.074147728,1361.02,423720.2021,4686827.767,-13.65737563,806.6770837,1,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15773,"J1191","7657_J1191","2012_00047_J1191",2012-06-13,"2012",0,42.32163302,2.070641945,1154.8,42.32166033,2.07067795,1155.05,423421.2593,4685905.954,-312.6001313,-115.1360656,1.4,2,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15774,"J1199","7658_J1199","2012_00048_J1199",2012-06-13,"2012",0,42.32159209,2.07062301,1166.03,42.32159209,2.070623009,1166.03,423419.6494,4685901.426,-314.2100193,-119.6637481,1.8,1.5,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17046,"J1199","7659_J1199","2012_00049_J1199",2012-06-17,"2012",0,42.32164925,2.070664607,1155.72,42.32164925,2.070664606,1155.72,423423.1463,4685907.736,-310.7130934,-113.3543383,3.2,6.8,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17379,"J1202","7660_J1202","2012_00050_J1202",2012-06-19,"2012",0,42.33420192,2.071512808,1391.43,42.33420192,2.071512807,1392.43,423508.2491,4687300.779,-225.610387,1279.688589,1.1,1.9,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17376,"J1211","7661_J1211","2012_00051_J1211",2012-06-19,"2012",0,42.33411186,2.07146796,1388.86,42.33411186,2.071467959,1388.86,423504.4452,4687290.819,-229.4142884,1269.728948,1.8,2.8,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16377,"J1211","7662_J1211","2012_00052_J1211",2012-06-14,"2012",0,42.33409887,2.071532152,1393.17,42.33416259,2.071616182,1393.17,423509.7178,4687289.319,-224.1416364,1268.228861,0.9,1.3,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17385,"J1213","7663_J1213","2012_00053_J1213",2012-06-19,"2012",0,42.33406159,2.071612958,1386.39,42.33406159,2.071612957,1386.39,423516.3298,4687285.107,-217.5296875,1264.016758,1.1,1.6,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17373,"J1218","7664_J1218","2012_00054_J1218",2012-06-19,"2012",0,42.33408348,2.071466638,1392.8,42.33408348,2.071466637,1392.8,423504.3018,4687287.669,-229.5575953,1266.578915,1.5,2.6,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16378,"J1218","7665_J1218","2012_00055_J1218",2012-06-14,"2012",0,42.33406897,2.071546558,1390.32,42.33413269,2.071630588,1390.32,423510.8684,4687285.986,-222.9910465,1264.89591,1,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15649,"J1223","7666_J1223","2012_00056_J1223",2012-06-13,"2012",0,42.32295332,2.075683495,1142.31,42.32295332,2.075683494,1142.31,423838.277,4686048.03,104.4175765,26.94044955,1.3,1.9,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15650,"J1224","7667_J1224","2012_00057_J1224",2012-06-13,"2012",0,42.3229535,2.075681963,1143.21,42.3229535,2.075681962,1143.21,423838.151,4686048.052,104.291559,26.96180741,1.3,1.9,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15657,"J1224","7668_J1224","2012_00058_J1224",2012-06-13,"2012",0,42.32294767,2.075686418,1142.93,42.32294767,2.075686417,1142.93,423838.5111,4686047.4,104.6516125,26.31047695,1.3,1.8,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15646,"J1228","7669_J1228","2012_00059_J1228",2012-06-13,"2012",0,42.32294173,2.075673851,1151.5,42.32294173,2.07567385,1151.5,423837.4684,4686046.752,103.6089448,25.66216884,1.2,2.5,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15666,"J1238","7670_J1238","2012_00060_J1238",2012-06-13,"2012",0,42.32289332,2.075445283,1140.74,42.32289332,2.075445282,1140.74,423818.5763,4686041.581,84.71685972,20.49150958,1.4,1.8,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15622,"J1246","7671_J1246","2012_00061_J1246",2012-06-13,"2012",0,42.32323237,2.076643212,1144.36,42.32323237,2.076643211,1145.36,423917.6926,4686078.157,183.8331166,57.06659239,1.2,2.2,1,"","Alive",NA,"flower",2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15578,"J1251","7672_J1251","2012_00062_J1251",2012-06-13,"2012",0,42.32327111,2.076792242,1141.59,42.32327111,2.076792241,1141.59,423930.019,4686082.325,196.159592,61.23489954,1.1,1.5,1,"","Alive",NA,"flower",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16255,"J1263","7673_J1263","2012_00063_J1263",2012-06-14,"2012",0,42.32627724,2.080990804,1307.48,42.32627724,2.080990803,1307.48,424279.578,4686412.37,545.7185682,391.2800428,6,10.2,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17555,"J1263","7674_J1263","2012_00064_J1263",2012-06-19,"2012",0,42.32629692,2.080999409,1301.52,42.32629692,2.080999408,1301.52,424280.3106,4686414.548,546.4511732,393.457584,0.8,1.1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16262,"J1278","7675_J1278","2012_00065_J1278",2012-06-14,"2012",0,42.32633172,2.081108106,1301.57,42.32633172,2.081108105,1301.57,424289.3083,4686418.315,555.448906,397.224926,0.9,1.1,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15693,"J1298","7676_J1298","2012_00066_J1298",2012-06-13,"2012",0,42.32286595,2.075318092,1142.92,42.32286595,2.075318091,1142.92,423808.0629,4686038.656,74.20346752,17.56632588,2,1.5,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17281,"J1331","7677_J1331","2012_00067_J1331",2012-06-18,"2012",0,42.32556962,2.075385626,1328.67,42.32556962,2.075385625,1328.67,423816.8899,4686338.802,83.03045275,317.7119846,0.8,0.9,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17300,"J1336","7678_J1336","2012_00068_J1336",2012-06-18,"2012",0,42.32996868,2.074146407,1361.25,42.32996868,2.074146406,1361.25,423720.0997,4686828.369,-13.75975721,807.2789772,1,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"NoGPS","Unk",16503,"J1353","7679_J1353","2012_00069_J1353",2012-06-15,"2012",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"","Alive",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16598,"J1371","7680_J1371","2012_00070_J1371",2012-06-15,"2012",0,42.32376357,2.081201271,1135.83,42.32376357,2.08120127,1135.83,424293.9053,4686133.074,560.045848,111.9835715,0.9,1.4,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15529,"J1378","7681_J1378","2012_00071_J1378",2012-06-13,"2012",0,42.32376685,2.081207239,1135.44,42.32376685,2.081207238,1135.44,424294.401,4686133.432,560.5415289,112.3424612,1.6,1.6,1,"","Alive",NA,"flower",1,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",16600,"J1378","7682_J1378","2012_00072_J1378",2012-06-15,"2012",0,42.32376417,2.081236886,1135.21,42.32376417,2.081236885,1135.21,424296.8406,4686133.108,562.9811541,112.0185054,0.9,1.3,1,"10 seed capsules from last year","Alive",NA,"flower",1,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15694,"J1386","7683_J1386","2012_00073_J1386",2012-06-13,"2012",0,42.32287495,2.075314699,1143.45,42.32287495,2.075314698,1143.45,423807.7942,4686039.659,73.93474884,18.56869267,2,1.5,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",15642,"J1393","7684_J1393","2012_00074_J1393",2012-06-13,"2012",0,42.32296352,2.075946471,1143.04,42.32296352,2.07594647,1143.04,423859.9582,4686048.928,126.0987207,27.83766646,1,2,1,"","Label only",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
"Planoles","Unk",17125,"J1434","7685_J1434","2012_00075_J1434",2012-06-17,"2012",0,42.32363522,2.079291418,1141.15,42.32363522,2.079291417,1142.65,424136.384,4686120.523,402.5245307,99.43310278,0.9,1.2,1,"","Dead",NA,"flower",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA
